Vocabulary Size , Context Size , Embedding Mode , Embedding Size , Question Type , Answer Vocabulary Size , Question , (Average) Relative Rank , Answer
1000 , 2 , state , 5 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.636 , ended
1000 , 2 , state , 5 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.522 , ended
1000 , 2 , state , 5 , Distinction/Comparison  ,  ,  , 0.4043333333333334,
1000 , 2 , state , 5 , Gender  ,  ,  , -1,
1000 , 2 , state , 5 , Conjugation  , 500 , take:taking::go:going  , 0.008000000000000007 , ended
1000 , 2 , state , 5 , Conjugation  , 1000 , take:takes::go:goes  , 0.484 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , take:took::go:went  , 0.498 , ended
1000 , 2 , state , 5 , Conjugation  , 1000 , show:showed::play:played  , 0.363 , traffic
1000 , 2 , state , 5 , Conjugation  , 500 , take:took::have:had  , 0.027000000000000024 , ended
1000 , 2 , state , 5 , Conjugation  , 1000 , show:shows::go:goes  , 0.501 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , take:taken::have:had  , 0.015000000000000013 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , go:going::have:having  , 0.0040000000000000036 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , have:has::do:does  , 0.019000000000000017 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , have:having::do:doing  , 0.0040000000000000036 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , do:doing::make:making  , 0.02100000000000002 , ended
1000 , 2 , state , 5 , Conjugation  , 500 , do:did::make:made  , 0.46499999999999997 , traffic
1000 , 2 , state , 5 , Conjugation  , 500 , do:done::make:made  , 0.254 , ended
1000 , 2 , state , 5 , Conjugation  ,  ,  , 0.20484615384615384,
1000 , 2 , state , 10 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , state , 10 , Singular/Plural  , 500 , man:men::woman:women  , 0.0020000000000000018 , ended
1000 , 2 , state , 10 , Singular/Plural  , 500 , country:countries::year:years  , 0.009000000000000008 , ended
1000 , 2 , state , 10 , Singular/Plural  ,  ,  , 0.0043333333333333375,
1000 , 2 , state , 10 , Derivation  , 500 , America:American::Europe:European  , 0.0030000000000000027 , ended
1000 , 2 , state , 10 , Derivation  , 1000 , play:player::drive:driver  , 0.0020000000000000018 , ended
1000 , 2 , state , 10 , Derivation  , 1000 , America:American::Russia:Russian  , 0.0010000000000000009 , ended
1000 , 2 , state , 10 , Derivation  ,  ,  , 0.0020000000000000018,
1000 , 2 , state , 10 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.534 , common
1000 , 2 , state , 10 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.51 , ended
1000 , 2 , state , 10 , Antonymy/Entailment  ,  ,  , 0.522,
1000 , 2 , state , 10 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , state , 10 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.05800000000000005 , ended
1000 , 2 , state , 10 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.129 , ended
1000 , 2 , state , 10 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.15700000000000003 , ended
1000 , 2 , state , 10 , Distinction/Comparison  ,  ,  , 0.1146666666666667,
1000 , 2 , state , 10 , Gender  ,  ,  , -1,
1000 , 2 , state , 10 , Conjugation  , 500 , take:taking::go:going  , 0.0020000000000000018 , ended
1000 , 2 , state , 10 , Conjugation  , 1000 , take:takes::go:goes  , 0.20599999999999996 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , take:took::go:went  , 0.892 , ended
1000 , 2 , state , 10 , Conjugation  , 1000 , show:showed::play:played  , 0.256 , traffic
1000 , 2 , state , 10 , Conjugation  , 500 , take:took::have:had  , 0.02400000000000002 , ended
1000 , 2 , state , 10 , Conjugation  , 1000 , show:shows::go:goes  , 0.119 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , take:taken::have:had  , 0.0030000000000000027 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , go:going::have:having  , 0.0010000000000000009 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , have:has::do:does  , 0.0040000000000000036 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , have:having::do:doing  , 0.0010000000000000009 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , do:doing::make:making  , 0.006000000000000005 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , do:did::make:made  , 0.127 , ended
1000 , 2 , state , 10 , Conjugation  , 500 , do:done::make:made  , 0.06999999999999995 , ended
1000 , 2 , state , 10 , Conjugation  ,  ,  , 0.1316153846153846,
1000 , 2 , state , 15 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , state , 15 , Singular/Plural  , 500 , man:men::woman:women  , 0.0020000000000000018 , ended
1000 , 2 , state , 15 , Singular/Plural  , 500 , country:countries::year:years  , 0.0030000000000000027 , ended
1000 , 2 , state , 15 , Singular/Plural  ,  ,  , 0.0023333333333333353,
1000 , 2 , state , 15 , Derivation  , 500 , America:American::Europe:European  , 0.0030000000000000027 , ended
1000 , 2 , state , 15 , Derivation  , 1000 , play:player::drive:driver  , 0.0020000000000000018 , ended
1000 , 2 , state , 15 , Derivation  , 1000 , America:American::Russia:Russian  , 0.0020000000000000018 , ended
1000 , 2 , state , 15 , Derivation  ,  ,  , 0.0023333333333333353,
1000 , 2 , state , 15 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.21899999999999997 , ended
1000 , 2 , state , 15 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.845 , korea
1000 , 2 , state , 15 , Antonymy/Entailment  ,  ,  , 0.532,
1000 , 2 , state , 15 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , state , 15 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.026000000000000023 , ended
1000 , 2 , state , 15 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.013000000000000012 , ended
1000 , 2 , state , 15 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.02400000000000002 , ended
1000 , 2 , state , 15 , Distinction/Comparison  ,  ,  , 0.02100000000000002,
1000 , 2 , state , 15 , Gender  ,  ,  , -1,
1000 , 2 , state , 15 , Conjugation  , 500 , take:taking::go:going  , 0.017000000000000015 , ended
1000 , 2 , state , 15 , Conjugation  , 1000 , take:takes::go:goes  , 0.11199999999999999 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , take:took::go:went  , 0.829 , ended
1000 , 2 , state , 15 , Conjugation  , 1000 , show:showed::play:played  , 0.09799999999999998 , traffic
1000 , 2 , state , 15 , Conjugation  , 500 , take:took::have:had  , 0.025000000000000022 , ended
1000 , 2 , state , 15 , Conjugation  , 1000 , show:shows::go:goes  , 0.06599999999999995 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , take:taken::have:had  , 0.0040000000000000036 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , go:going::have:having  , 0.0010000000000000009 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , have:has::do:does  , 0.0010000000000000009 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , have:having::do:doing  , 0.0010000000000000009 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , do:doing::make:making  , 0.0040000000000000036 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , do:did::make:made  , 0.07099999999999995 , ended
1000 , 2 , state , 15 , Conjugation  , 500 , do:done::make:made  , 0.026000000000000023 , ended
1000 , 2 , state , 15 , Conjugation  ,  ,  , 0.09653846153846149,
1000 , 2 , state , 20 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , state , 20 , Singular/Plural  , 500 , man:men::woman:women  , 0.0020000000000000018 , ended
1000 , 2 , state , 20 , Singular/Plural  , 500 , country:countries::year:years  , 0.006000000000000005 , ended
1000 , 2 , state , 20 , Singular/Plural  ,  ,  , 0.003333333333333336,
1000 , 2 , state , 20 , Derivation  , 500 , America:American::Europe:European  , 0.0030000000000000027 , ended
1000 , 2 , state , 20 , Derivation  , 1000 , play:player::drive:driver  , 0.0020000000000000018 , ended
1000 , 2 , state , 20 , Derivation  , 1000 , America:American::Russia:Russian  , 0.0020000000000000018 , ended
1000 , 2 , state , 20 , Derivation  ,  ,  , 0.0023333333333333353,
1000 , 2 , state , 20 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.16600000000000004 , ended
1000 , 2 , state , 20 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.7 , korea
1000 , 2 , state , 20 , Antonymy/Entailment  ,  ,  , 0.433,
1000 , 2 , state , 20 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , state , 20 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.017000000000000015 , ended
1000 , 2 , state , 20 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.06499999999999995 , ended
1000 , 2 , state , 20 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.015000000000000013 , ended
1000 , 2 , state , 20 , Distinction/Comparison  ,  ,  , 0.032333333333333325,
1000 , 2 , state , 20 , Gender  ,  ,  , -1,
1000 , 2 , state , 20 , Conjugation  , 500 , take:taking::go:going  , 0.008000000000000007 , ended
1000 , 2 , state , 20 , Conjugation  , 1000 , take:takes::go:goes  , 0.016000000000000014 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , take:took::go:went  , 0.786 , ended
1000 , 2 , state , 20 , Conjugation  , 1000 , show:showed::play:played  , 0.19299999999999995 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , take:took::have:had  , 0.017000000000000015 , ended
1000 , 2 , state , 20 , Conjugation  , 1000 , show:shows::go:goes  , 0.013000000000000012 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , take:taken::have:had  , 0.0030000000000000027 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , go:going::have:having  , 0.0010000000000000009 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , have:has::do:does  , 0.0010000000000000009 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , have:having::do:doing  , 0.0010000000000000009 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , do:doing::make:making  , 0.0030000000000000027 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , do:did::make:made  , 0.038000000000000034 , ended
1000 , 2 , state , 20 , Conjugation  , 500 , do:done::make:made  , 0.01200000000000001 , ended
1000 , 2 , state , 20 , Conjugation  ,  ,  , 0.08399999999999999,
1000 , 2 , word , 5 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , word , 5 , Singular/Plural  , 500 , man:men::woman:women  , 0.01200000000000001 , ended
1000 , 2 , word , 5 , Singular/Plural  , 500 , country:countries::year:years  , 0.18400000000000005 , ended
1000 , 2 , word , 5 , Singular/Plural  ,  ,  , 0.06600000000000002,
1000 , 2 , word , 5 , Derivation  , 500 , America:American::Europe:European  , 0.016000000000000014 , ended
1000 , 2 , word , 5 , Derivation  , 1000 , play:player::drive:driver  , 0.016000000000000014 , ended
1000 , 2 , word , 5 , Derivation  , 1000 , America:American::Russia:Russian  , 0.013000000000000012 , ended
1000 , 2 , word , 5 , Derivation  ,  ,  , 0.015000000000000013,
1000 , 2 , word , 5 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.251 , ended
1000 , 2 , word , 5 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.5489999999999999 , common
1000 , 2 , word , 5 , Antonymy/Entailment  ,  ,  , 0.39999999999999997,
1000 , 2 , word , 5 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , word , 5 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.913 , commission
1000 , 2 , word , 5 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.6799999999999999 , common
1000 , 2 , word , 5 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.552 , common
1000 , 2 , word , 5 , Distinction/Comparison  ,  ,  , 0.715,
1000 , 2 , word , 5 , Gender  ,  ,  , -1,
1000 , 2 , word , 5 , Conjugation  , 500 , take:taking::go:going  , 0.14500000000000002 , ended
1000 , 2 , word , 5 , Conjugation  , 1000 , take:takes::go:goes  , 0.867 , simply
1000 , 2 , word , 5 , Conjugation  , 500 , take:took::go:went  , 0.17500000000000004 , ended
1000 , 2 , word , 5 , Conjugation  , 1000 , show:showed::play:played  , 0.09099999999999997 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , take:took::have:had  , 0.06299999999999994 , ended
1000 , 2 , word , 5 , Conjugation  , 1000 , show:shows::go:goes  , 0.026000000000000023 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , take:taken::have:had  , 0.18500000000000005 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , go:going::have:having  , 0.902 , commission
1000 , 2 , word , 5 , Conjugation  , 500 , have:has::do:does  , 0.010000000000000009 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , have:having::do:doing  , 0.6739999999999999 , common
1000 , 2 , word , 5 , Conjugation  , 500 , do:doing::make:making  , 0.05900000000000005 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , do:did::make:made  , 0.486 , ended
1000 , 2 , word , 5 , Conjugation  , 500 , do:done::make:made  , 0.354 , common
1000 , 2 , word , 5 , Conjugation  ,  ,  , 0.3105384615384616,
1000 , 2 , word , 10 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , word , 10 , Singular/Plural  , 500 , man:men::woman:women  , 0.0050000000000000044 , ended
1000 , 2 , word , 10 , Singular/Plural  , 500 , country:countries::year:years  , 0.03500000000000003 , ended
1000 , 2 , word , 10 , Singular/Plural  ,  ,  , 0.014000000000000012,
1000 , 2 , word , 10 , Derivation  , 500 , America:American::Europe:European  , 0.06499999999999995 , ended
1000 , 2 , word , 10 , Derivation  , 1000 , play:player::drive:driver  , 0.382 , common
1000 , 2 , word , 10 , Derivation  , 1000 , America:American::Russia:Russian  , 0.009000000000000008 , ended
1000 , 2 , word , 10 , Derivation  ,  ,  , 0.152,
1000 , 2 , word , 10 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.08599999999999997 , ended
1000 , 2 , word , 10 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.729 , common
1000 , 2 , word , 10 , Antonymy/Entailment  ,  ,  , 0.4075,
1000 , 2 , word , 10 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , word , 10 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.646 , traffic
1000 , 2 , word , 10 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.896 , common
1000 , 2 , word , 10 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.5680000000000001 , common
1000 , 2 , word , 10 , Distinction/Comparison  ,  ,  , 0.7033333333333335,
1000 , 2 , word , 10 , Gender  ,  ,  , -1,
1000 , 2 , word , 10 , Conjugation  , 500 , take:taking::go:going  , 0.020000000000000018 , ended
1000 , 2 , word , 10 , Conjugation  , 1000 , take:takes::go:goes  , 0.827 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , take:took::go:went  , 0.28500000000000003 , common
1000 , 2 , word , 10 , Conjugation  , 1000 , show:showed::play:played  , 0.31000000000000005 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , take:took::have:had  , 0.36 , ended
1000 , 2 , word , 10 , Conjugation  , 1000 , show:shows::go:goes  , 0.30300000000000005 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , take:taken::have:had  , 0.40800000000000003 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , go:going::have:having  , 0.8220000000000001 , korea
1000 , 2 , word , 10 , Conjugation  , 500 , have:has::do:does  , 0.008000000000000007 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , have:having::do:doing  , 0.683 , common
1000 , 2 , word , 10 , Conjugation  , 500 , do:doing::make:making  , 0.0040000000000000036 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , do:did::make:made  , 0.514 , ended
1000 , 2 , word , 10 , Conjugation  , 500 , do:done::make:made  , 0.08799999999999997 , common
1000 , 2 , word , 10 , Conjugation  ,  ,  , 0.35630769230769227,
1000 , 2 , word , 15 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , word , 15 , Singular/Plural  , 500 , man:men::woman:women  , 0.0050000000000000044 , ended
1000 , 2 , word , 15 , Singular/Plural  , 500 , country:countries::year:years  , 0.030000000000000027 , ended
1000 , 2 , word , 15 , Singular/Plural  ,  ,  , 0.012333333333333344,
1000 , 2 , word , 15 , Derivation  , 500 , America:American::Europe:European  , 0.027000000000000024 , ended
1000 , 2 , word , 15 , Derivation  , 1000 , play:player::drive:driver  , 0.10399999999999998 , ended
1000 , 2 , word , 15 , Derivation  , 1000 , America:American::Russia:Russian  , 0.007000000000000006 , ended
1000 , 2 , word , 15 , Derivation  ,  ,  , 0.046000000000000006,
1000 , 2 , word , 15 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.11199999999999999 , ended
1000 , 2 , word , 15 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.665 , common
1000 , 2 , word , 15 , Antonymy/Entailment  ,  ,  , 0.3885,
1000 , 2 , word , 15 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , word , 15 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.864 , simply
1000 , 2 , word , 15 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.7070000000000001 , common
1000 , 2 , word , 15 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.050000000000000044 , ended
1000 , 2 , word , 15 , Distinction/Comparison  ,  ,  , 0.5403333333333334,
1000 , 2 , word , 15 , Gender  ,  ,  , -1,
1000 , 2 , word , 15 , Conjugation  , 500 , take:taking::go:going  , 0.01100000000000001 , ended
1000 , 2 , word , 15 , Conjugation  , 1000 , take:takes::go:goes  , 0.5760000000000001 , ended
1000 , 2 , word , 15 , Conjugation  , 500 , take:took::go:went  , 0.266 , traffic
1000 , 2 , word , 15 , Conjugation  , 1000 , show:showed::play:played  , 0.251 , ended
1000 , 2 , word , 15 , Conjugation  , 500 , take:took::have:had  , 0.257 , traffic
1000 , 2 , word , 15 , Conjugation  , 1000 , show:shows::go:goes  , 0.492 , common
1000 , 2 , word , 15 , Conjugation  , 500 , take:taken::have:had  , 0.32099999999999995 , traffic
1000 , 2 , word , 15 , Conjugation  , 500 , go:going::have:having  , 0.8240000000000001 , traffic
1000 , 2 , word , 15 , Conjugation  , 500 , have:has::do:does  , 0.01100000000000001 , ended
1000 , 2 , word , 15 , Conjugation  , 500 , have:having::do:doing  , 0.789 , common
1000 , 2 , word , 15 , Conjugation  , 500 , do:doing::make:making  , 0.0050000000000000044 , ended
1000 , 2 , word , 15 , Conjugation  , 500 , do:did::make:made  , 0.853 , traffic
1000 , 2 , word , 15 , Conjugation  , 500 , do:done::make:made  , 0.16200000000000003 , traffic
1000 , 2 , word , 15 , Conjugation  ,  ,  , 0.3706153846153847,
1000 , 2 , word , 20 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 2 , word , 20 , Singular/Plural  , 500 , man:men::woman:women  , 0.0040000000000000036 , ended
1000 , 2 , word , 20 , Singular/Plural  , 500 , country:countries::year:years  , 0.05400000000000005 , ended
1000 , 2 , word , 20 , Singular/Plural  ,  ,  , 0.020000000000000018,
1000 , 2 , word , 20 , Derivation  , 500 , America:American::Europe:European  , 0.010000000000000009 , ended
1000 , 2 , word , 20 , Derivation  , 1000 , play:player::drive:driver  , 0.01100000000000001 , ended
1000 , 2 , word , 20 , Derivation  , 1000 , America:American::Russia:Russian  , 0.006000000000000005 , ended
1000 , 2 , word , 20 , Derivation  ,  ,  , 0.009000000000000008,
1000 , 2 , word , 20 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.07099999999999995 , ended
1000 , 2 , word , 20 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.719 , common
1000 , 2 , word , 20 , Antonymy/Entailment  ,  ,  , 0.39499999999999996,
1000 , 2 , word , 20 , Distinction/Comparison s ,  ,  , -1,
1000 , 2 , word , 20 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.874 , traffic
1000 , 2 , word , 20 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.8180000000000001 , common
1000 , 2 , word , 20 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.648 , common
1000 , 2 , word , 20 , Distinction/Comparison  ,  ,  , 0.7800000000000001,
1000 , 2 , word , 20 , Gender  ,  ,  , -1,
1000 , 2 , word , 20 , Conjugation  , 500 , take:taking::go:going  , 0.01100000000000001 , ended
1000 , 2 , word , 20 , Conjugation  , 1000 , take:takes::go:goes  , 0.607 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , take:took::go:went  , 0.30500000000000005 , ended
1000 , 2 , word , 20 , Conjugation  , 1000 , show:showed::play:played  , 0.499 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , take:took::have:had  , 0.07999999999999996 , ended
1000 , 2 , word , 20 , Conjugation  , 1000 , show:shows::go:goes  , 0.25 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , take:taken::have:had  , 0.13 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , go:going::have:having  , 0.956 , businesses
1000 , 2 , word , 20 , Conjugation  , 500 , have:has::do:does  , 0.006000000000000005 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , have:having::do:doing  , 0.94 , terms
1000 , 2 , word , 20 , Conjugation  , 500 , do:doing::make:making  , 0.008000000000000007 , ended
1000 , 2 , word , 20 , Conjugation  , 500 , do:did::make:made  , 0.76 , sense
1000 , 2 , word , 20 , Conjugation  , 500 , do:done::make:made  , 0.16900000000000004 , ended
1000 , 2 , word , 20 , Conjugation  ,  ,  , 0.36315384615384616,
1000 , 4 , state , 5 , Singular/Plural  , 500 , day:days::year:years  , 0.0040000000000000036 , traffic
1000 , 4 , state , 5 , Singular/Plural  , 500 , man:men::woman:women  , 0.29900000000000004 , traffic
1000 , 4 , state , 5 , Singular/Plural  , 500 , country:countries::year:years  , 0.028000000000000025 , traffic
1000 , 4 , state , 5 , Singular/Plural  ,  ,  , 0.11033333333333335,
1000 , 4 , state , 5 , Derivation  , 500 , America:American::Europe:European  , 0.010000000000000009 , ended
1000 , 4 , state , 5 , Derivation  , 1000 , play:player::drive:driver  , 0.04700000000000004 , ended
1000 , 4 , state , 5 , Derivation  , 1000 , America:American::Russia:Russian  , 0.0030000000000000027 , ended
1000 , 4 , state , 5 , Derivation  ,  ,  , 0.020000000000000018,
1000 , 4 , state , 5 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.855 , traffic
1000 , 4 , state , 5 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.5800000000000001 , ended
1000 , 4 , state , 5 , Antonymy/Entailment  ,  ,  , 0.7175,
1000 , 4 , state , 5 , Distinction/Comparison s ,  ,  , -1,
1000 , 4 , state , 5 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.405 , ended
1000 , 4 , state , 5 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.15600000000000003 , ended
1000 , 4 , state , 5 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.04800000000000004 , ended
1000 , 4 , state , 5 , Distinction/Comparison  ,  ,  , 0.20300000000000004,
1000 , 4 , state , 5 , Gender  ,  ,  , -1,
1000 , 4 , state , 5 , Conjugation  , 500 , take:taking::go:going  , 0.05600000000000005 , ended
1000 , 4 , state , 5 , Conjugation  , 1000 , take:takes::go:goes  , 0.10499999999999998 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , take:took::go:went  , 0.41200000000000003 , ended
1000 , 4 , state , 5 , Conjugation  , 1000 , show:showed::play:played  , 0.512 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , take:took::have:had  , 0.14800000000000002 , ended
1000 , 4 , state , 5 , Conjugation  , 1000 , show:shows::go:goes  , 0.01100000000000001 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , take:taken::have:had  , 0.31499999999999995 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , go:going::have:having  , 0.01100000000000001 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , have:has::do:does  , 0.09199999999999997 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , have:having::do:doing  , 0.007000000000000006 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , do:doing::make:making  , 0.05500000000000005 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , do:did::make:made  , 0.17100000000000004 , ended
1000 , 4 , state , 5 , Conjugation  , 500 , do:done::make:made  , 0.18999999999999995 , ended
1000 , 4 , state , 5 , Conjugation  ,  ,  , 0.16038461538461546,
1000 , 4 , state , 10 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
1000 , 4 , state , 10 , Singular/Plural  , 500 , man:men::woman:women  , 0.02300000000000002 , ended
1000 , 4 , state , 10 , Singular/Plural  , 500 , country:countries::year:years  , 0.0040000000000000036 , ended
1000 , 4 , state , 10 , Singular/Plural  ,  ,  , 0.009666666666666676,
1000 , 4 , state , 10 , Derivation  , 500 , America:American::Europe:European  , 0.0020000000000000018 , ended
1000 , 4 , state , 10 , Derivation  , 1000 , play:player::drive:driver  , 0.02100000000000002 , ended
1000 , 4 , state , 10 , Derivation  , 1000 , America:American::Russia:Russian  , 0.0020000000000000018 , ended
1000 , 4 , state , 10 , Derivation  ,  ,  , 0.00833333333333334,
1000 , 4 , state , 10 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.621 , traffic
1000 , 4 , state , 10 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.681 , korea
1000 , 4 , state , 10 , Antonymy/Entailment  ,  ,  , 0.651,
1000 , 4 , state , 10 , Distinction/Comparison s ,  ,  , -1,
1000 , 4 , state , 10 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.17600000000000005 , traffic
1000 , 4 , state , 10 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.025000000000000022 , ended
1000 , 4 , state , 10 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.03600000000000003 , ended
1000 , 4 , state , 10 , Distinction/Comparison  ,  ,  , 0.07900000000000003,
1000 , 4 , state , 10 , Gender  ,  ,  , -1,
1000 , 4 , state , 10 , Conjugation  , 500 , take:taking::go:going  , 0.0010000000000000009 , ended
1000 , 4 , state , 10 , Conjugation  , 1000 , take:takes::go:goes  , 0.016000000000000014 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , take:took::go:went  , 0.16200000000000003 , ended
1000 , 4 , state , 10 , Conjugation  , 1000 , show:showed::play:played  , 0.534 , traffic
1000 , 4 , state , 10 , Conjugation  , 500 , take:took::have:had  , 0.02200000000000002 , ended
1000 , 4 , state , 10 , Conjugation  , 1000 , show:shows::go:goes  , 0.0050000000000000044 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , take:taken::have:had  , 0.05900000000000005 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , go:going::have:having  , 0.0010000000000000009 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , have:has::do:does  , 0.017000000000000015 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , have:having::do:doing  , 0.0010000000000000009 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , do:doing::make:making  , 0.0020000000000000018 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , do:did::make:made  , 0.22199999999999998 , ended
1000 , 4 , state , 10 , Conjugation  , 500 , do:done::make:made  , 0.061000000000000054 , ended
1000 , 4 , state , 10 , Conjugation  ,  ,  , 0.08484615384615386,
1000 , 4 , state , 15 , Singular/Plural  , 500 , day:days::year:years  , 0.0020000000000000018 , ended
